,0
Dance By The Light Of The Moon,572.0
Charlena,420.0
Cherry Pink And Apple Blossom White,552.0
The Magnificent Seven,420.0
Lost Love,245.0
North To Alaska,92.0
The Exodus Song (This Land Is Mine),384.0
Once In Awhile,198.0
Dream Boy,174.0
The Age For Love,564.0
You're The Boss,243.0
Rubber Ball,84.0
Cherry Berry Wine,99.0
I Count The Tears,187.0
"Corinna, Corinna",135.0
Leave My Kitten Alone,900.0
Ja-Da,172.0
Tunes Of Glory,176.0
My Empty Arms,81.0
Wonderland By Night,17.0
The Most Beautiful Words,335.0
Pepe,216.0
The Tear Of The Year,308.0
Keep Your Hands Off Of Him,375.0
Cherié,216.0
A Texan And A Girl From Mexico,340.0
At Last,376.0
C'est Si Bon (It's So Good),220.0
Early Every Morning (Early Every Evening Too),95.0
Havin' Fun,252.0
Oh Mein Papa,94.0
Cowboy Jimmy Joe (Die Sterne Der Prarie),291.0
Won't Be Long,228.0
I Lied To My Heart,192.0
Angel On My Shoulder,264.0
Ain't That Just Like A Woman,264.0
Utopia,378.0
What A Price,198.0
All In My Mind,228.0
All Of Everything,280.0
Ram-Bunk-Shush,261.0
Theme from Tunes Of Glory,360.0
Lonely Man,160.0
Let's Go Again (Where We Went Last Night),234.0
Wings Of A Dove,216.0
"Top Forty, News, Weather And Sports",486.0
Green Grass Of Texas,100.0
Shop Around,32.0
Will You Love Me Tomorrow,19.0
Stayin' In,231.0
For My Baby,224.0
Calcutta,17.0
Little Boy Sad,153.0
Little Miss Stuck-Up,350.0
I Pity The Fool,322.0
Good Time Baby,121.0
Pony Express,420.0
Little Turtle Dove,285.0
Honky Tonk (Part 2),570.0
Exodus,42.0
There's A Moon Out Tonight,42.0
The Touchables,420.0
Your Friends,306.0
Kokomo,276.0
I Don't Want To Cry,252.0
Baby Sittin' Boogie,84.0
Lazy River,140.0
The Blizzard,248.0
The Watusi,200.0
Come Along,166.0
Ling-Ting-Tong,455.0
Your One And Only Love,240.0
Little Pedro,304.0
La Pachanga,174.0
Where I Fell In Love,296.0
Welcome Home,204.0
Bewildered,320.0
Spanish Harlem,160.0
Ground Hog,194.0
Ginnie Bell,456.0
The Mess Around,178.0
That's It - I Quit - I'm Movin' On,248.0
Happy Birthday Blues,300.0
Trees,248.0
The Next Kiss (Is The Last Goodbye),288.0
Hop Scotch,180.0
To Be Loved (Forever),480.0
"Won'cha Come Home, Bill Bailey",98.0
Where The Boys Are,60.0
Model Girl,240.0
Fell In Love On Monday,192.0
Theme From Dixie,273.0
Shu Rah,224.0
"Ain't It, Baby",294.0
Think Twice,132.0
Once Upon A Time,338.0
(Love Theme From) One Eyed Jacks,259.0
"Like, Long Hair",228.0
Please Tell Me Why,160.0
Walk Right Back,91.0
(Theme from) My Three Sons,385.0
Gee Whiz (Look At His Eyes),140.0
Tenderly,217.0
Sleepy-Eyed John,378.0
Pony Time,16.0
Brass Buttons,245.0
Life's A Holiday,91.0
Find Another Girl,270.0
Don't Worry,45.0
Surrender,12.0
Kissin Game,246.0
Apache,34.0
Shy Away,284.0
In Between Tears,168.0
African Waltz,246.0
What Will I Tell My Heart,192.0
Baby Blue,144.0
Asia Minor,112.0
I'm In The Mood For Love,342.0
The Continental Walk,264.0
What'd I Say,240.0
"Tonight My Love, Tonight",143.0
Be My Boy,280.0
(It Never Happens) In Real Life,322.0
Underwater,352.0
"Good, Good Lovin'",258.0
Our Love Is Here To Stay,267.0
Lullaby Of The Leaves,345.0
The Touchables In Brooklyn,252.0
Funny,250.0
On The Rebound,52.0
Bumble Boogie,210.0
Driving Wheel,170.0
One Mint Julep,104.0
Here's My Confession,194.0
In My Heart,255.0
Son-In-Law,380.0
Who Else But You,164.0
That's The Way With Love,413.0
Tonight I Fell In Love,210.0
(Dance The) Mess Around,168.0
Glory Of Love,441.0
A Little Feeling (Called Love),182.0
Blue Moon,14.0
Bonanza,190.0
But I Do,64.0
Lonesome Whistle Blues,352.0
Just For Old Time's Sake,280.0
Lonely Life,80.0
(I've Got) Spring Fever,355.0
You Can Depend On Me,72.0
Take Good Care Of Her,98.0
Dooley,94.0
The Wayward Wind,450.0
Buzz Buzz A-Diddle-It,408.0
The Float,92.0
Triangle,377.0
What A Surprise,297.0
Halfway To Paradise,312.0
Jimmy Martinez,255.0
I'm Gonna Move To The Outskirts Of Town,168.0
Nobody Cares (about me),540.0
The Lonely Crowd,304.0
A Hundred Pounds Of Clay,45.0
Lullaby Of Love,276.0
Mother-In-Law,14.0
Anna,324.0
Mama Said,44.0
The Bilbao Song,370.0
Stick With Me Baby,164.0
Girl Of My Best Friend,209.0
I'll Never Be Free,282.0
Daydreams,280.0
Wild In The Country,130.0
A Scottish Soldier (Green Hills of Tyrol),414.0
Broken Hearted,97.0
Peanut Butter,240.0
I Feel So Bad,45.0
Blue Tomorrow,420.0
Rama Lama Ding Dong,231.0
Jura (I Swear I Love You),370.0
Boogie Woogie,89.0
Little Egypt (Ying-Yang),276.0
I'm A Fool To Care,288.0
Joanie,468.0
Wishin' On A Rainbow,182.0
Hello Walls,180.0
Barbara-Ann,130.0
Never On Sunday,962.0
You Always Hurt The One You Love,120.0
Te-Ta-Te-Ta-Ta,265.0
Drivin' Home,174.0
Ole Buttermilk Sky,200.0
It Keeps Rainin',253.0
Three Hearts In A Tangle,560.0
Rainin' In My Heart,272.0
Too Many Rules,144.0
Those Oldies But Goodies (Remind Me Of You),117.0
The Writing On The Wall,55.0
Granada,256.0
Tonight (Could Be The Night),234.0
The Graduation Song... Pomp And Circumstance,170.0
Running Scared,17.0
Bobby,464.0
La Dolce Vita (The Sweet Life),405.0
I'm Comin' On On Back To You,152.0
Now You Know,279.0
Black Land Farmer,328.0
You'll Answer To Me,276.0
Dance On Little Girl,100.0
The Girl's A Devil,832.0
The Switch-A-Roo,182.0
Ready For Your Love,210.0
Moody River,15.0
The Bells Are Ringing,198.0
Take A Fool's Advice,497.0
Should I,378.0
Hello Mary Lou,135.0
Every Beat Of My Heart,78.0
Better Tell Him No,608.0
Lovedrops,97.0
Mighty Good Lovin',306.0
Yellow Bird,48.0
Here In My Heart,344.0
Dedicated (To The Songs I Love),178.0
Raindrops,32.0
Sacred,240.0
That's What Girls Are Made For,216.0
The Guns Of Navarone,444.0
Peanuts,480.0
Please Stay,168.0
Girls Girls Girls (Part II),192.0
I Never Knew,280.0
San Antonio Rose,96.0
Time Was,360.0
The Charleston,470.0
What A Sweet Thing That Was,324.0
A Tear,248.0
Hully Gully Again,216.0
Hats Off To Larry,65.0
One Summer Night,198.0
The Boll Weevil Song,32.0
Teardrops In My Heart,315.0
A Thing Of The Past,328.0
Don't Forget I Love You,288.0
Quarter To Three,15.0
Quite A Party,270.0
Back Beat No. 1,264.0
Princess,300.0
Right Or Wrong,319.0
Nothing But Good,147.0
San-Ho-Zay,235.0
Dum Dum,48.0
"Big River, Big Man",410.0
Pretty Little Angel Eyes,77.0
Donald Where's Your Troosers?,308.0
Pitter-Patter,380.0
"Baby, You're Right",196.0
I'm A Telling You,200.0
I'm Gonna Knock On Your Door,156.0
"Well-A, Well-A",462.0
I Don't Want To Take A Chance,297.0
I Can't Take It,276.0
Starlight,400.0
(Theme From) Silver City,249.0
I'll Never Smile Again,200.0
Transistor Sister,280.0
I Love You Yes I Do,196.0
Take My Love (I Want To Give It All To You),87.0
Anniversary Of Love,178.0
My Dream Come True,332.0
Panic,99.0
"Signed, Sealed And Delivered",182.0
Dear Mr. D.J. Play It Again,95.0
Sea Of Heartbreak,294.0
Wizard Of Love,324.0
Tossin' And Turnin',23.0
As If I Didn't Know,100.0
Summer Souvenirs,712.0
Faraway Star,90.0
Jeremiah Peabody's Poly Unsaturated Quick Dissolving Fast Acting Pleasant T,210.0
A Little Dog Cried,284.0
Every Breath I Take,336.0
Baby You're So Fine,312.0
Johnny Willow,96.0
School Is Out,55.0
Juke Box Saturday Night,285.0
I Fall To Pieces,240.0
Amor,180.0
Magic Is The Night,240.0
Let The Four Winds Blow,165.0
"Music, Music, Music",432.0
Don't Bet Money Honey,126.0
Pocketful Of Rainbows,93.0
Magic Moon (Clair De Lune),392.0
Honky Train,184.0
Lover's Island,279.0
Laugh,90.0
Image - Part 1,98.0
Wooden Heart,16.0
I Wake Up Crying,472.0
For Sentimental Reasons,360.0
Hang On,190.0
Riders In The Sky,261.0
I Just Don't Understand,204.0
Kissin' On The Phone,245.0
Water Boy,560.0
Make Believe Wedding,196.0
Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night),55.0
Back To The Hop,400.0
When We Get Married,120.0
You Don't Know What It Means,237.0
Late Date,178.0
Let Me Belong To You,220.0
Muskrat,328.0
More Money For You And Me,187.0
Who Can I Count On,99.0
Wasn't The Summer Short?,89.0
"Who Put The Bomp (In The Bomp, Bomp, Bomp)",84.0
(He's) The Great Impostor,240.0
Why Not Now,276.0
Backtrack,267.0
The Astronaut (Parts 1 & 2),209.0
One Track Mind,90.0
It's Just A House Without You,225.0
Tonight I Won't Be There,427.0
Don't Cry No More,546.0
Bless You,180.0
It's Your World,459.0
My True Story,57.0
Broken Heart And A Pillow Filled With Tears,364.0
Your Last Goodbye,441.0
(Marie's The Name) His Latest Flame,44.0
Berlin Melody,427.0
The Mountain's High,30.0
It's Gonna Work Out Fine,210.0
Bright Lights Big City,522.0
Look In My Eyes,168.0
Don't Blame Me,160.0
Morning After,360.0
Come September,438.0
Take Good Care Of My Baby,15.0
The Door To Paradise,188.0
You Must Have Been A Beautiful Baby,55.0
I Really Love You,261.0
So Long Baby,280.0
Stick Shift,275.0
Sweets For My Sweet,176.0
School Is In,140.0
What A Party,176.0
Love (I'm So Glad) I Found You,91.0
Somewhere Along The Way,335.0
The Way You Look Tonight,169.0
On Bended Knees,320.0
Candy Man,350.0
Under The Moon Of Love,322.0
Steps 1 And 2,258.0
Greetings (This is Uncle Sam),178.0
Young Boy Blues,582.0
I'll Be Seeing You,406.0
Anybody But Me,279.0
I Wonder (If Your Love Will Ever Belong To Me),420.0
Take Five,300.0
I'll Never Stop Wanting You,83.0
The Bridge Of Love,350.0
Walkin' Back To Happiness,100.0
It Do Me So Good,291.0
Everlovin',160.0
Ya Ya,91.0
Rock-A-Bye Your Baby With A Dixie Melody,333.0
Let's Get Together,112.0
I Cried My Last Tear,345.0
What A Walk,231.0
Sad Movies (Make Me Cry),70.0
You're Following Me,276.0
Losing Your Love,267.0
Happy Times (Are Here To Stay),246.0
"God, Country And My Baby",162.0
Sometime,371.0
I Wanna Thank You,189.0
A Wonder Like You,121.0
I Love How You Love Me,75.0
It's Too Soon To Know,378.0
Tennessee Flat-Top Box,504.0
Everybody's Gotta Pay Some Dues,776.0
Seven Day Fool,95.0
"Never, Never",444.0
The Fly,91.0
In The Middle Of A Heartache,270.0
Three Steps From The Altar,580.0
You're The Reason,187.0
Bristol Stomp,32.0
September In The Rain,253.0
The Peppermint Twist,216.0
Santa & The Touchables,99.0
Runaround Sue,14.0
Tower Of Strength,65.0
Fool #1,45.0
Language Of Love,320.0
I Understand (Just How You Feel),153.0
The Waltz You Saved For Me,188.0
Motorcycle,198.0
Drown In My Own Tears,200.0
Pushin' Your Luck,368.0
It's All Because,450.0
Searching,480.0
"Well, I Told You",290.0
Just Out Of Reach (Of My Two Open Arms),432.0
The Comancheros,686.0
The Gypsy Rover,462.0
Lonesome Number One,396.0
Little Altar Boy,405.0
But On The Other Hand Baby,288.0
The Basie Twist,188.0
I Need Some One,375.0
Room Full Of Tears,432.0
Big Bad John,17.0
Johnny Will,385.0
Up A Lazy River,570.0
The Lost Penny,154.0
Walkin' With My Angel,530.0
Portrait Of A Fool,196.0
I Told The Brook,324.0
Let's Go Trippin',600.0
Revenge,165.0
The Door Is Open,92.0
'Til,210.0
Tequila Twist,99.0
I Don't Know Why,180.0
There'll Be No Next Time,225.0
Tears From An Angel,539.0
Let's Twist Again,528.0
Twistin' All Night Long,408.0
Rock-A-Hula Baby,230.0
Flying Circle,450.0
Please Mr. Postman,24.0
I Could Have Loved You So Well,513.0
Goodbye Cruel World,54.0
Rough Lover,94.0
Poor Fool,456.0
Turn On Your Love Light,308.0
Pocketful Of Miracles,306.0
Sugar Babe,198.0
A Little Too Much,385.0
Small Sad Sam,231.0
Do-Re-Mi,270.0
Grow Closer Together,99.0
Twist-Her,260.0
The Majestic,648.0
Walk On By,85.0
"Happy Birthday, Sweet Sixteen",90.0
Unchain My Heart,117.0
Happy Jose (Ching-Ching),342.0
Let There Be Drums,119.0
What's The Reason,426.0
Go On Home,378.0
"Shimmy, Shimmy Walk, Part 1",352.0
Run To Him,32.0
It's Magic,182.0
The Birth Of The Beat,75.0
When I Fall In Love,105.0
If You Gotta Make A Fool Of Somebody,330.0
So Deep,272.0
Letter Full Of Tears,247.0
Joey Baby,273.0
Let Me Call You Sweetheart,330.0
"I Surrender, Dear",435.0
Bandit Of My Dreams,390.0
Tears And Laughter,355.0
Baby It's Cold Outside,182.0
Town Without Pity,260.0
Can't Help Falling In Love,30.0
Dreamy Eyes,840.0
Do You Know How To Twist,348.0
Pictures In The Fire,308.0
B'wa Nina (Pretty Girl),275.0
The Greatest Hurt,306.0
She's Everything (I Wanted You To Be),216.0
Ida Jane,180.0
Blue Water Line,544.0
Shadrack,171.0
Irresistible You,210.0
Lose Her,276.0
To A Sleeping Beauty,234.0
What's So Good About Good-by,350.0
Mashed Potatoes (Part 1),81.0
The Moon Was Yellow,99.0
That's My Pa,612.0
Teen Queen Of The Week,184.0
Bermuda,420.0
Lizzie Borden,352.0
The Cajun Queen,176.0
Duchess Of Earl,192.0
Drums Are My Beat,203.0
I Know (You Don't Love Me No More),60.0
A Little Bitty Tear,135.0
The Wonderful World Of The Young,99.0
Guitar Boogie Shuffle Twist,96.0
Surfin,450.0
Norman,51.0
Twistin' Postman,306.0
Afrikaan Beat,420.0
Peppermint Twist - Part I,19.0
Roly Poly,222.0
Chip Chip,110.0
He Knows I Love Him Too Much,340.0
Ain't That Loving You,86.0
(Do The New) Continental,370.0
Play The Thing,95.0
My Boomerang Won't Come Back,252.0
Dear Lady Twist,153.0
I'm Blue (The Gong-Gong Song),228.0
Our Anniversary,472.0
Sweet Thursday,198.0
Pop-Eye,408.0
Percolator (Twist),130.0
Lover Come Back,98.0
Smoky Places,192.0
Crying In The Rain,78.0
Honky-Tonk Man,192.0
Ev'rybody's Twistin',150.0
Shout - Part 1,1128.0
Cookin',184.0
Doin' The Continental Walk,93.0
Sugar Blues,92.0
March Of The Siamese Children,88.0
Tuff,289.0
Lollipops And Roses,528.0
If A Woman Answers (Hang Up The Phone),245.0
"Midnight Special, Part 1",552.0
Where Have All The Flowers Gone,294.0
Who Will The Next Fool Be,304.0
What Am I Supposed To Do,410.0
The Alvin Twist,320.0
Chapel By The Sea,414.0
The White Rose Of Athens,427.0
She's Got You,182.0
Cry Baby Cry,418.0
The Ballad Of Thunder Road,1365.0
You Don't Miss Your Water,95.0
Annie Get Your Yo-Yo,408.0
When My Little Girl Is Smiling,280.0
Come Back Silly Girl,187.0
(I've Got) Bonnie,198.0
Hey! Baby,15.0
Anything That's Part Of You,248.0
Midnight In Moscow,28.0
The Big Draft,366.0
Don't Break The Heart That Loves You,13.0
Please Don't Ask About Barbara,165.0
You Talk About Love,276.0
Let Me In,76.0
Tra La La La La,350.0
You Better Move On,288.0
Twistin' The Night Away,135.0
You're Nobody 'til Somebody Loves You,87.0
Something's Got A Hold On Me,444.0
Memories Of Maria,666.0
Two Of A Kind,378.0
At The Club,308.0
Love Me Warm And Tender,144.0
Nut Rocker,253.0
Here Comes That Feelin',267.0
The Jam - Part 1,290.0
-twistin'-White Silver Sands,192.0
The John Birch Society,99.0
Ginny Come Lately,231.0
"Quando, Quando, Quando (Tell Me When)",95.0
Hide 'Nor Hair,140.0
She Can't Find Her Keys,228.0
King Of Clowns,405.0
Blues (Stay Away From Me),252.0
Love Letters,70.0
Young World,65.0
Dear One,154.0
Johnny Jingo,231.0
"Twist, Twist Senora",90.0
I Found A Love,675.0
Soul Twist,221.0
Love Can't Wait,414.0
(I was) Born To Cry,294.0
Lover Please,98.0
You Are Mine,286.0
That's My Desire,414.0
Good Luck Charm,13.0
P.T. 109,88.0
Meet Me At The Twistin' Place,567.0
Count Every Star,410.0
Itty Bitty Pieces,410.0
Number One Man,364.0
If I Cried Every Time You Hurt Me,464.0
Johnny Angel,15.0
Most People Get Married,216.0
Drummin' Up A Storm,536.0
Marianna,86.0
Caterina,276.0
I Wish That We Were Married,192.0
Old Rivers,55.0
How Can I Meet Her?,225.0
She Cried,70.0
Conscience,110.0
Funny Way Of Laughin',110.0
Hit Record,360.0
Doctor Feel-Good,594.0
Queen Of My Heart,237.0
When I Get Thru With You (You'll Love Me Too),318.0
My Real Name,413.0
Soldier Boy,14.0
Scotch And Soda,567.0
Uptown,169.0
Lemon Tree,280.0
Oh My Angel,549.0
Cry Myself To Sleep,99.0
Twistin' Matilda (and the channel),308.0
Balboa Blue,480.0
Shout! Shout! (Knock Yourself Out),84.0
Mashed Potato Time,36.0
My Time For Cryin',98.0
That Happy Feeling,402.0
I Sold My Heart To The Junkman,165.0
Second Hand Love,63.0
Woman Is A Man's Best Friend,472.0
Born To Lose,369.0
Lovers Who Wander,36.0
What Did Daddy Do,188.0
Don't Play That Song (You Lied),132.0
Dancin' The Strand,285.0
So This Is Love,273.0
You Should'a Treated Me Right,178.0
Theme From Ben Casey,252.0
The One Who Really Loves You,136.0
Keep Your Love Locked (Deep In Your Heart),348.0
Why'd You Wanna Make Me Cry,572.0
Follow That Dream,150.0
Any Day Now (My Wild Beautiful Bird),276.0
Village Of Love,264.0
Where Have You Been (All My Life),464.0
Dr. Ben Basey,300.0
I'm Hanging Up My Heart For You,170.0
(The Man Who Shot) Liberty Valance,52.0
Goodbye Dad,100.0
Dance With Mr. Domino,98.0
Keep Your Hands In Your Pockets,176.0
Sharing You,150.0
Down In The Valley,568.0
Potato Peeler,356.0
Shout And Shimmy,244.0
Bristol Twistin' Annie,297.0
A Steel Guitar And A Glass Of Wine,130.0
Little Young Lover,96.0
I'm Tossin' And Turnin' Again,98.0
Sweet And Lovely,308.0
Boom Boom,600.0
If I Should Lose You,310.0
"Goodnight, Irene",395.0
Hot Pepper,252.0
Nothing New (Same Old Thing),385.0
Life's Too Short,261.0
Swingin' Gently,484.0
Stranger On The Shore,21.0
Snap Your Fingers,96.0
Come On Baby,196.0
Where Are You,432.0
Cindy's Birthday,104.0
Seven Day Weekend,189.0
Fortuneteller,574.0
I Don't Love You No More (I Don't Care About You),376.0
The Crowd,260.0
But Not For Me,287.0
West Of The Wall,407.0
Walk On The Wild Side (Part 1),273.0
"Theme From ""Hatari!""",380.0
Houdini,100.0
Steel Men,328.0
"Summertime, Summertime",722.0
Johnny Loves Me,210.0
Never In A Million Years,504.0
Sugar Plum,190.0
Welcome Home Baby,176.0
Callin' Doctor Casey,249.0
Route 66 Theme,360.0
Above The Stars,354.0
Worried Mind,592.0
Limbo,99.0
Little Red Rented Rowboat,207.0
Sweet Georgia Brown,100.0
Don't Worry 'Bout Me,144.0
Poor Little Puppet,273.0
Careless Love,240.0
Palisades Park,45.0
Mary's Little Lamb,312.0
Gravy (For My Mashed Potatoes),90.0
A Miracle,450.0
It Started All Over Again,232.0
The Bird Man,384.0
Al Di La',84.0
Right String But The Wrong Yo-Yo,252.0
Bongo Stomp,330.0
Ben Crazy,264.0
I'll Never Dance Again,168.0
Johnny Get Angry,98.0
I Need Your Loving,260.0
"(Girls, Girls, Girls) Made To Love",154.0
I Can't Stop Loving You,18.0
The Stripper,17.0
I Wouldn't Know (What To Do),93.0
Too Late To Worry - Too Blue To Cry,152.0
The Ballad Of Paladin,297.0
Theme From Dr. Kildare (Three Stars Will Shine Tonight),140.0
Oh! What It Seemed To Be,182.0
Send For Me (If you need some Lovin),96.0
"Ahab, The Arab",55.0
Reap What You Sow,395.0
Speedy Gonzales,78.0
Just Tell Her Jim Said Hello,275.0
I Want To Be Loved,304.0
The Wah Watusi,28.0
Mama (He Treats Your Daughter Mean),99.0
Wolverton Mountain,96.0
Jivin' Around,426.0
Silly Boy (She Doesn't Love You),324.0
Love Me As I Love You,324.0
Make It Easy On Yourself,220.0
(Theme from) A Summer Place,448.0
Copy Cat,276.0
Your Heart Belongs To Me,300.0
Roses Are Red (My Love),15.0
Call Me Mr. In-Between,171.0
There Is No Greater Love,352.0
Bonanza!,94.0
Stop The Wedding,306.0
Baby Elephant Walk,768.0
Till Death Do Us Part,260.0
What's A Matter Baby (Is It Hurting You),132.0
What's Gonna Happen When Summer's Done,180.0
Way Over There,282.0
Broken Heart,486.0
Yield Not To Temptation,448.0
Sweet Little Sixteen,285.0
The Boys' Night Out,441.0
Every Night (Without You),276.0
I'm The Girl From Wolverton Mountain,266.0
Ol' Man River,246.0
Shame On Me,276.0
Don't You Worry,462.0
She's Not You,50.0
Papa-Oom-Mow-Mow,384.0
Silver Threads And Golden Needles,200.0
Your Nose Is Gonna Grow,126.0
Send Me The Pillow You Dream On,153.0
Long As The Rose Is Red,434.0
I Love You The Way You Are,342.0
The Swiss Maid,320.0
409,76.0
You Can't Lie To A Liar,90.0
What Time Is It?,335.0
I Keep Forgettin',385.0
Hail To The Conquering Hero,97.0
Hully Gully Guitar,99.0
If I Didn't Have A Dime (To Play The Jukebox),406.0
The Things We Did Last Summer,276.0
It Might As Well Rain Until September,198.0
Punish Her,160.0
Limbo Dance,97.0
A Wonderful Dream,242.0
Teen Age Idol,55.0
Beechwood 4-5789,187.0
A Taste Of Honey,750.0
Save All Your Lovin' For Me,318.0
Further More,273.0
Lie To Me,130.0
What Kind Of Love Is This,180.0
Hully Gully Baby,300.0
Where Do You Come From,99.0
You Beat Me To The Punch,108.0
Sweet Sixteen Bars,440.0
Stop The Music,288.0
Sheila,14.0
King Of The Whole Wide World,210.0
Father Knows Best,100.0
Ten Lonely Guys,315.0
If I Had A Hammer (The Hammer Song),120.0
Did You Ever See A Dream Walking,395.0
What Kind Of Fool Am I?,186.0
Warmed Over Kisses (Left Over Love),200.0
No One Will Ever Know,473.0
Venus In Blue Jeans,91.0
I'll Remember Carol,240.0
Second Fiddle Girl,504.0
Magic Wand,273.0
I Left My Heart In The Balcony,592.0
Don't You Believe It,390.0
Aladdin,300.0
One More Town,194.0
Twistin' With Linda,486.0
Four Walls,368.0
Ramblin' Rose,32.0
"Cold, Cold Heart",96.0
The Alley Cat Song,304.0
I'm Here To Get My Baby Out Of Jail,456.0
I'm Going Back To School,364.0
If A Man Answers,256.0
The Searching Is Over,94.0
Pop Pop Pop - Pie,280.0
I've Been Everywhere,544.0
